"Data Year","Data Year (cat)",Country,Region,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2013,[2013],USA,GA,Female,17,[17],Right-Handed,175,20,159,1,Car,40,0.332,54,Other,300,400,300,300,500,700,21,"Left foot",73,70,"Index finger",July,Summer,No,No,Poultry,Water,"Mathematics and statistics",5,9,7,"Yes - broadband connection","Text messaging",100,100,6,3,10,5,8,2,5,5,10,3,20,2,"A lot","Graduate degree",,Telepathy,Happy,"Coach or club leader","Wildlife, animals"
2012,[2012],USA,SC,Female,16,[16],Right-Handed,170,19,193,1,Car,13,0.393,51,Swimming,700,800,500,,1000,1000,18,"Right foot",,,,March,Winter,No,No,Pizza/Pasta,"Soft drink (caffeinated)",History,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,40,0,4,3,0,13,35,50,50,2,0,1,Some,"Graduate degree",Other,Telepathy,Happy,Friend,"International aid"
2013,[2013],USA,GA,Male,16,[16],Right-Handed,175,29,170,1,Car,20,0.982,0,Other,500,0,0,,0,0,29,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,OR,Female,17,[17],Right-Handed,174,22,171,1,Car,7,0.35,45,Lacrosse,1000,1000,1000,1000,1000,1000,24,"Left foot",80,75,"Index finger",May,Fall,Yes,No,Meat,Water,"Physical education",7,7,3,"Yes - broadband connection","Text messaging",200,0,10,1,4,10,10,0,1,2,2,2,0,2,Some,"Graduate degree",Pop,Telepathy,Rich,Friend,Health
2013,[2013],USA,NC,Female,11,[11],Right-Handed,106,23,152,2,Bus,45,0.49,55,Swimming,25,262,738,471,759,839,25,"Left foot",70,80,"Ring finger",July,Spring,No,No,Meat,Tea,"Physical education",5,,4,"Yes - broadband connection","Cell phone",7,8,8,10,1,2,20,6,4,10,7,15,5,0,"A lot","Some college",Country,Fly,Happy,Relative,"International aid"
2013,[2013],USA,CA,Male,17,[17],Right-Handed,175,26,175,2,Car,10,0.744,42,Athletics,695,422,444,620,1000,1000,26,"Right foot",85,78,"Index finger",May,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",5,8,2,"Yes - broadband connection","Text messaging",200,200,24,2,12,24,10,4,40,100,50,20,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Rich,"Sports person","Education/Youth development"
2012,[2012],USA,TX,Female,16,[16],Right-Handed,156,22,139,1,Car,7,0.74,0,Dancing,200,100,150,50,900,850,22,"Same length",100,63,"Index finger",February,Summer,No,No,Desserts,"Soft drink (caffeinated)",,6,10,3,"Yes - broadband connection","Text messaging",200,230,1,0,2,2,4,0,2,12,6,9,0,0,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,Health
2015,[2015],USA,CO,Female,17,[17],Right-Handed,163,22.5,149,1,Car,5,0.297,32,Other,500,500,600,600,1000,1000,23,"Same length",62,65,"Ring finger",August,Winter,No,No,Pizza/Pasta,Water,English,5,9,7,"Yes - broadband connection",Telephone,16,30,10,3,25,5,2,3,15,10,50,8,0,8,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
2014,[2014],USA,NE,Male,15,[15],Ambidextrous,100,27,100,1,Car,10,0,44,"Football (American)",300,500,1000,1000,500,600,27,"Same length",,,,November,Winter,No,No,Meat,"Soft drink (caffeinated)",Science,11,8,3,"Yes - broadband connection","Text messaging",20,20,5,1,3,1,1,3,0,4,2,4,0,2,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,Friend,"Wildlife, animals"
2014,[2014],USA,PA,Male,0,,Right-Handed,185,25.1,105,1,Car,10,0.4,41,Baseball/Softball,700,400,300,500,600,600,26,"Left foot",,,,,Summer,Yes,No,Meat,Water,Other,7,10,3,"Yes - broadband connection","Text messaging",3,2,4,0,2,0,0,0,0,0,10,10,20,0,"Very little","Undergraduate degree","Heavy metal",Fly,Happy,"Sports person",Health
2013,[2013],USA,OH,Male,16,[16],Right-Handed,168,26,172,1,Car,12,0.275,44,Soccer,500,400,450,500,800,1000,25,"Right foot",85,90,"Ring finger",October,Winter,No,No,"Rice/Noodle dishes",Water,"Computers and technology",7,9,5,"Yes - broadband connection","Text messaging",50,50,10,1,2,1,10,20,5,2,10,2,14,1,None,"Graduate degree",Gospel,"Freeze time",Rich,"Sports person","Wildlife, animals"
2015,[2015],USA,KS,Female,17,[17],Right-Handed,170,25.4,170,3,Car,7,1.072,34,Swimming,1000,1000,1000,1000,1000,1000,25,"Same length",80,82,"Ring finger",October,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,8,9,4,"Yes - other","Text messaging",2,2,4,1,6,2,8,4,0,0,6,6,8,2,"A lot","Undergraduate degree",Pop,"Freeze time",Happy,"Musician or singer","Arts, culture, sports"
2012,[2012],USA,IL,Female,0,,Right-Handed,160,17.78,160,1,Walk,3,0.718,66,Dancing,0,0,0,0,0,0,18,"Same length",,,,July,Summer,Yes,No,Pizza/Pasta,Juice,English,8,11,6,"Yes - other","Text messaging",0,0,35,56,21,14,0,0,12,0,12,8,0,0,"A lot","High school","Rap/Hip hop","Freeze time",Rich,Friend,Other
2015,[2015],USA,WY,Female,12,[12],Ambidextrous,166,24,159,1,Car,5,0.348,41,Athletics,1000,1000,1000,1000,214,674,24,"Same length",80,60,"Index finger",July,Summer,No,No,Breads/Sandwiches,Juice,"Physical education",8,5,4,"Yes - other","Text messaging",12,16,0,21,31,0,0,0,11,100,10,73,10,0,None,Other,Country,Invisibility,Healthy,Other,"International aid"
2013,[2013],USA,NC,Female,0,,Right-Handed,152,25,152,1,Car,10,0.678,44,Swimming,100,200,300,400,800,1000,25,"Same length",80,75,"Index finger",December,Summer,No,No,Salads,Water,Art,7,6,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",0,0,0,0,5,3,2,2,4,0,5,3,0,2,Some,"High school",Country,"Freeze time",Happy,Friend,"Wildlife, animals"
2014,[2014],USA,MI,Female,17,[17],Left-Handed,160,23,163,1,Car,13,1.026,63,Running/Jogging,650,700,1000,850,350,500,23,"Same length",80,71,"Index finger",December,Summer,Yes,No,Desserts,Water,Languages,7,9,3,"Yes - broadband connection","Text messaging",200,150,8,2,16,2,5,0,8,5,7,5,0,3,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Friend,"International aid"
2015,[2015],USA,CA,Female,16,[16],Right-Handed,161,23,164,2,Bus,40,0.343,30,Other,1000,1000,1000,717,604,1000,23,"Same length",76,76,"Same length",January,Winter,No,No,Seafood,Water,"Computers and technology",6,9,5,"Yes - broadband connection","Text messaging",71,77,20,7,18,11,7,0,21,14,2,1,0,7,"A lot",Other,"Rhythm and blues (R&B)","Freeze time",Happy,Other,Environment
2012,[2012],USA,DC,Male,11,[11],Right-Handed,146,22,140,2,Walk,15,0.531,48,Soccer,700,100,100,150,200,200,22,"Same length",65,70,"Ring finger",July,Summer,No,No,Meat,Water,"Physical education",10,9.5,5,"Yes - broadband connection","Text messaging",47,47,8,1,3,6,5,1,6,7,6,9,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
2015,[2015],USA,IN,Female,0,,Right-Handed,163,25.7,150,1,Car,10,0.566,36,Baseball/Softball,400,700,1000,900,1000,1000,26,"Same length",82,80,"Index finger",April,Summer,Yes,No,Pizza/Pasta,Water,English,6,9,4,"Yes - broadband connection","Text messaging",25,40,25,2,2,15,2,3,20,10,30,10,40,5,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
2013,[2013],USA,PA,Female,17,[17],Ambidextrous,175,25,181,1,Car,10,0.265,39,Other,500,550,333,400,550,500,25,"Same length",86,70,"Index finger",May,Summer,,No,"Rice/Noodle dishes",Water,Languages,7,11,5,"Yes - broadband connection","In person",19,21,6,1,15,12,3,2,10,10,12,4,14,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
2013,[2013],USA,RI,Female,13,[13],Right-Handed,163,24.38,162,1,Car,3,0.824,0,Gymnastics,500,602,798,897,965,1000,24,"Right foot",,,,February,Summer,Yes,No,Pizza/Pasta,Water,Science,8,12,6,"Yes - other","Internet chat or instant messaging",81,108,8,16,6,2,7,2,30,24,30,10,0,3,Some,"Graduate degree",Other,Invisibility,Happy,"Musician or singer",Health
2015,[2015],USA,AR,Male,0,,Right-Handed,178,12,206,1,Car,5,0.358,34,"Football (American)",1000,500,1000,1000,1000,1000,12,"Same length",101.6,60,"Index finger",December,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",8,,6,"No internet connection","Cell phone",0,0,12,0,0,40,10,0,0,0,30,8,40,10,"A lot","Some college",Country,Telepathy,Healthy,Relative,"Education/Youth development"
2014,[2014],USA,GU,Female,16,[16],Right-Handed,157,23,151,2,Car,15,0.637,36,Dancing,1000,1000,1000,1000,1000,1000,24,"Left foot",75,65,"Index finger",May,Spring,No,Yes,"No favorite",Water,Other,5,10,3,"Yes - broadband connection","Cell phone",25,30,26,5,40,20,6,5,10,10,20,20,0,6,"A lot",Other,Other,"Freeze time",Happy,Relative,Environment
2015,[2015],USA,OK,Female,17,[17],Right-Handed,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,VT,Male,16,[16],Right-Handed,187,26,198,1,Car,5,0.685,39,"Football (American)",800,0,0,,0,0,26,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2012,[2012],USA,SC,Female,16,[16],Right-Handed,0,0,0,0,Car,10,0,0,Swimming,200,500,200,1000,1000,1000,0,,,,,August,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",9,13,3,"Yes - broadband connection","Text messaging",0,0,15,2,6,1,3,0,20,20,20,10,20,2,"A lot",Other,Country,Telepathy,Happy,"Sports person","Wildlife, animals"
2015,[2015],USA,SC,Female,16,[16],Right-Handed,168,23,147,1,Car,10,0.582,39,Other,898,620,818,914,626,770,23,"Same length",70,70,"Same length",December,Summer,Yes,No,"No favorite",Water,English,8,9,6,"Yes - other","Text messaging",100,100,9,7,4,5,2,0,6,8,8,6,0,4,Some,"Undergraduate degree",Other,Invisibility,Healthy,Relative,Health
2014,[2014],USA,NY,Female,16,[16],Right-Handed,170,24,170,1,Bus,35,0.985,17,"Hockey (Field)",1000,615,1000,650,790,870,25,"Left foot",87,85,"Index finger",September,Fall,Yes,No,"No favorite",Water,Science,6,8,4,"Yes - broadband connection","Text messaging",15,20,5,1,24,2,10,1,14,1,21,3,0,1,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Environment
2015,[2015],USA,SC,Male,16,[16],Right-Handed,175,29,178,1,Car,15,0.358,38,"Football (American)",500,700,800,800,900,1000,29,"Same length",80,80,"Same length",February,Fall,No,No,Meat,Tea,Other,6,5,2,"Yes - broadband connection","Text messaging",300,0,10,5,3,13,10,15,5,100,100,30,25,12,Some,"Graduate degree",Country,Invisibility,Happy,"Community leader or elder","International aid"
2013,[2013],USA,MI,Female,16,[16],Right-Handed,167,24,167,1,Car,16,0.312,41,Other,500,600,800,400,900,950,24,"Same length",79,74,"Index finger",July,Fall,Yes,No,Meat,Water,History,7,9,4,"Yes - broadband connection","In person",100,100,5,1,13,10,6,0,6,4,8,2,0,4,"A lot","Undergraduate degree",Pop,Invisibility,Healthy,"Coach or club leader","Education/Youth development"
2012,[2012],USA,TX,Female,16,[16],Right-Handed,157,25,158,2,Car,10,0.409,59,None,332,332,332,332,1000,1000,25,"Same length",80,82,"Ring finger",December,Winter,Yes,No,Seafood,"Soft drink (non-caffeinated)",English,6,12,5,"Yes - broadband connection","Text messaging",300,302,2,10,14,0,10,0,10,14,10,4,0,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,"International aid"
2011,[2011],USA,PA,Male,17,[17],Right-Handed,186,29,185,1,Car,7,0.368,41,Golf,1000,1000,750,,500,350,30,"Left foot",110,110,"Same length",July,Fall,Yes,No,Meat,Water,Geography,7,11,3,"Yes - broadband connection","In person",16,13,10,1,20,8,7,0,0,1,15,3,5,10,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Politician,"International aid"
2011,[2011],USA,LA,Male,15,[15],Right-Handed,175,27,173,2,Car,6,0.187,32,"Table Tennis",666,666,666,,1000,1000,27,"Same length",82,83,"Ring finger",December,Fall,No,No,Meat,Milk,Science,7,11,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,5,0,14,2,0,4,5,7,30,0,0,0,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,"Business person",Environment
2013,[2013],USA,WI,Female,14,[14],Right-Handed,154,24,152,1,Bus,10,0.484,41,Swimming,800,800,800,800,500,500,23,"Right foot",63,67,"Ring finger",December,Spring,No,No,Fruit,Water,Music,7,11,5,"Yes - broadband connection","Text messaging",60,65,4,1,6,4,6,1,3,6,3,4,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
2013,[2013],USA,RI,Female,12,[12],Right-Handed,149,22,143,1,Car,2,0.542,48,Tennis,890,760,960,1000,100,19,21,"Right foot",81,67,"Index finger",February,Summer,Yes,No,Desserts,Water,"Physical education",11,8,3,"Yes - broadband connection","In person",16,15,12,2,1,4,4,3,2,3,2,5,1,1,None,Other,Pop,Fly,Healthy,Relative,"Wildlife, animals"
2012,[2012],USA,CA,Female,17,[17],Left-Handed,173,25.4,135,1,Car,7,0.457,43,Tennis,900,750,750,800,1000,1000,25,"Same length",70,70,"Same length",May,Winter,No,No,"Rice/Noodle dishes",Water,Science,8,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,30,20,1,10,2,10,0,14,5,5,5,4,1,"A lot","Undergraduate degree",Pop,Telepathy,Happy,"Religious figure",Religious
2010,[2010],USA,SC,Female,16,[16],Right-Handed,0,0,0,2,Car,20,0.37,30,Other,500,500,500,,750,750,0,,,,,April,Fall,Yes,No,Poultry,Water,Other,6,10,2,"Yes - broadband connection","In person",100,100,24,1,14,5,10,1,3,84,10,1,0,3,"A lot","Graduate degree","Punk rock",Telepathy,Happy,"Religious figure",Religious
2014,[2014],USA,MI,Female,0,,Ambidextrous,165,20,162,2,Car,10,0.547,49,Swimming,1000,1000,1000,1000,1000,1000,20,"Same length",,,,October,Fall,Yes,Yes,Soups,Tea,English,3,,6,"Yes - broadband connection","Text messaging",100,150,4,2,20,40,15,0,12,12,13,1,8,6,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Relative,Environment
2012,[2012],USA,CO,Female,16,[16],Right-Handed,173,24.5,173,0,,0,0,0,,0,0,0,,0,0,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,NC,Male,17,[17],Right-Handed,179,29,166,2,Bus,15,0.418,45,None,652,473,539,762,956,975,29,"Same length",110,110,"Same length",November,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,7,13,3,"Yes - broadband connection","Text messaging",7,9,15,1,1,1,5,30,4,3,30,3,0,1,"Very little","Graduate degree",Other,Fly,Happy,Relative,"Arts, culture, sports"
2014,[2014],USA,NY,Female,17,[17],Right-Handed,163,20.32,107,1,Car,12,0.493,86,Bowling,500,500,1000,1000,100,1000,20,"Same length",70,68,"Index finger",July,Winter,Yes,No,Desserts,Water,History,6,10,4,"Yes - other","Text messaging",200,200,5,4,3,3,15,0,5,4,4,4,8,1,"A lot","Graduate degree",Country,Fly,Rich,Relative,Health
2014,[2014],USA,WI,Female,12,[12],Left-Handed,158,24,158,1,Car,3,0.411,34,Baseball/Softball,5,91,27,64,401,840,15,"Right foot",65,75,"Ring finger",March,Summer,No,No,Pizza/Pasta,Water,"Physical education",8,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,24,1,6,24,16,2,8,2,4,14,0,2,Some,"Graduate degree",Country,Fly,Happy,Relative,"Arts, culture, sports"
2013,[2013],USA,WI,Female,13,[13],Right-Handed,164,22,159,2,Bus,33,0.48,46,Dancing,1000,999,998,1000,500,400,22,"Same length",65,65,"Same length",December,Fall,Yes,No,"Rice/Noodle dishes",Water,Art,4,,4,"Yes - other","Text messaging",50,67,4,0,15,7,5,17,17,17,17,10,0,10,"A lot","Graduate degree",,Fly,Healthy,Other,"Wildlife, animals"
2015,[2015],USA,NC,Male,16,[16],Ambidextrous,195,28.5,195,1,Car,15,0.424,52,Dancing,8,7,8,6,9,10,28,"Right foot",83,86,"Ring finger",February,Winter,Yes,No,"No favorite",Water,Music,6,8,6,"Yes - broadband connection","Internet chat or instant messaging",20,16,5,3,2,1,0,0,6,1,15,5,30,2,"A lot","Graduate degree",Other,Telepathy,Happy,"Musician or singer","Education/Youth development"
2011,[2011],USA,WA,Female,16,[16],Ambidextrous,169,24,167,2,Car,12,0.344,59,Running/Jogging,604,898,824,,380,679,25,"Left foot",110,80,"Index finger",June,Fall,Yes,No,"Rice/Noodle dishes",Coffee,Science,7,5,3,"Yes - other","Text messaging",200,211,12,5,10,7,7,3,6,0,7,4,18,2,Some,"Graduate degree",Country,"Freeze time",Happy,"Religious figure",Religious
2014,[2014],USA,NY,Female,11,[11],Ambidextrous,154,30,150,3,Bus,10,0.567,54,Baseball/Softball,1000,900,1000,1000,50,720,29,"Right foot",70,70,"Same length",,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,SC,Male,17,[17],Right-Handed,178,28,184,2,Car,5,0.349,36,Athletics,700,500,500,,200,100,28,"Same length",100,100,"Same length",June,Summer,Yes,No,Meat,"Sports drink",Science,9,9,5,"Yes - broadband connection","Text messaging",200,200,15,1,1,5,15,1,2,10,2,10,0,4,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","Education/Youth development"
2013,[2013],USA,CA,Male,17,[17],Right-Handed,175,0,184,3,Walk,15,0.298,46,Swimming,500,600,400,600,200,300,0,,,,,,Spring,No,No,Fruit,Tea,,7,8,4,"Yes - broadband connection","In person",86,93,25,98,30,5,5,30,10,5,20,40,0,40,"Very little","Graduate degree",Reggae,Fly,Happy,"Musician or singer","Wildlife, animals"
2015,[2015],USA,CA,Female,17,[17],Right-Handed,168,24,168,2,Bus,20,0.4,35,None,750,750,700,650,500,800,24,"Same length",75,80,"Ring finger",April,Winter,No,No,Seafood,Water,Science,7,8,4,"Yes - broadband connection","Text messaging",25,30,3,1,7,5,1,10,1,2,9,2,0,2,"Very little","High school",Other,"Freeze time",Happy,Relative,Health
2014,[2014],USA,WI,Male,12,[12],Right-Handed,137,12,200,1,Walk,2,0,0,"Football (American)",0,0,0,100,1000,1000,12,"Same length",,,,February,Spring,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)",,3,,4,"Yes - broadband connection","In person",0,0,1,0,0,1,1,0,0,0,43,0,0,0,"A lot",Other,Classical,"Freeze time",,"Musician or singer",Other
2014,[2014],USA,ID,Female,16,[16],Right-Handed,148,23,145,1,Bus,30,0.527,47,Dancing,471,476,481,513,781,791,23,"Same length",66,71,"Ring finger",December,Summer,Yes,No,Desserts,Milk,Music,8,9,4,"Yes - broadband connection","Text messaging",15,15,1,1,6,4,2,0,0,1,1,0,1,2,"A lot","Graduate degree",Classical,Invisibility,Happy,Relative,"International aid"
2015,[2015],USA,FL,Female,12,[12],Right-Handed,155,0,152,1,Car,15,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,WI,Female,17,[17],Right-Handed,177,24,175,1,Car,8,0.576,51,Dancing,900,950,700,900,800,1000,24,"Same length",75,75,"Same length",June,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,5,5,5,"Yes - broadband connection","Text messaging",0,0,25,0,20,0,10,0,35,40,45,15,20,2,"A lot","Graduate degree",Pop,"Freeze time",Rich,"Musician or singer",Health
2011,[2011],USA,GA,Male,11,[11],Right-Handed,148,23,143,2,Car,15,0.328,47,Soccer,800,900,900,,700,1000,23,"Right foot",66,70,"Ring finger",August,Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","In person",2,0,4,0,10,6,4,4,1,1,5,0,0,1,Some,"Graduate degree","Rock and roll","Freeze time",Healthy,Friend,"International aid"
2010,[2010],USA,DC,Female,14,[14],Left-Handed,168,17.78,168,3,"Rail (Train/Tram/Subway)",60,0.36,0,Athletics,100,100,100,,100,100,23,"Left foot",70,80,"Ring finger",October,Summer,Yes,No,Breads/Sandwiches,"Soft drink (caffeinated)",Science,0,6,4,"Yes - other","Text messaging",0,0,7,2,1,24,3,30,1,24,1,1,0,2,"Very little","Graduate degree","Punk rock",Invisibility,Happy,Relative,"Wildlife, animals"
2014,[2014],USA,TX,Male,9,[.-9],Right-Handed,143,24,144,2,Car,20,0,0,Basketball,0,0,0,,0,0,24,"Same length",70,70,"Same length",August,Summer,No,No,Meat,Water,"Physical education",9,,4,"Yes - other","Text messaging",50,59,100,2,0,2,4,5,3,5,1,23,0,0,,,,,,,
2013,[2013],USA,NY,Female,17,[17],Right-Handed,164,24,168,1,"Rail (Train/Tram/Subway)",60,0.668,68,Swimming,900,450,300,300,200,450,24,"Same length",95,105,"Ring finger",July,Spring,No,No,Poultry,Water,"Social studies",5,9,4,"Yes - broadband connection","Text messaging",10,12,50,1,20,35,10,0,1,2,3,7,0,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person","Education/Youth development"
2015,[2015],USA,WI,Male,17,[17],Right-Handed,178,25,179,1,Car,5,0.404,45,Other,257,524,433,717,866,861,25,"Same length",84,75,"Index finger",December,Fall,Yes,No,Pizza/Pasta,Water,"Computers and technology",4,8,3,"Yes - broadband connection","Internet chat or instant messaging",3,4,10,1,8,2,1,9,1,3,9,0,6,4,"A lot","Graduate degree",Other,"Freeze time",Rich,Relative,"Education/Youth development"
2011,[2011],USA,WA,Male,17,[17],Right-Handed,144,14,144,1,Bus,15,0.313,46,Athletics,481,783,241,,171,1000,14,"Same length",101.6,101.6,"Same length",June,Summer,Yes,No,Pizza/Pasta,Water,"Computers and technology",8,,5,"Yes - other","Text messaging",0,200,0,0,0,0,0,0,0,0,0,0,0,0,,"High school","Rock and roll",Invisibility,Happy,,"Education/Youth development"
2015,[2015],USA,VA,Female,17,[17],Right-Handed,155,23,153,3,Car,35,0.44,54,Lacrosse,690,706,620,540,717,813,24,"Left foot",,,,June,Winter,Yes,Yes,Pizza/Pasta,Water,History,4,9,7,"Yes - broadband connection","Text messaging",65,94,20,6,10,9,15,1,20,25,30,2,0,5,"A lot","Graduate degree",Other,Invisibility,Happy,Actor,"International aid"
2014,[2014],USA,MA,Female,17,[17],Right-Handed,158,21,158,1,Car,3,0.76,35,Baseball/Softball,0,0,0,,0,0,22,"Left foot",,,,May,Summer,Yes,No,Desserts,Milk,Science,7,8,3,"Yes - broadband connection","Text messaging",300,300,30,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,SC,Male,16,[16],Left-Handed,169,22,167,1,Car,15,0.532,42,Other,925,840,674,674,658,663,23,"Left foot",74,65,"Index finger",July,Summer,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Text messaging",78,85,3,1,9,7,15,4,2,4,8,4,0,4,Some,"Graduate degree",Country,Fly,Happy,Relative,"Arts, culture, sports"
2013,[2013],USA,IL,Male,11,[11],Right-Handed,140,22,141,2,Car,7,0.791,43,Other,348,390,471,471,545,701,22,"Same length",80,70,"Index finger",June,Summer,No,No,"Rice/Noodle dishes",Water,"Physical education",9,,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,2,0,14,4,3,10,1,1,20,2,0,7,"Very little","Graduate degree",Classical,"Freeze time",Rich,"Sports person",Religious
2015,[2015],USA,PA,Male,17,[17],Ambidextrous,177,25,181,2,Car,10,0.361,47,Dancing,636,540,636,251,1000,1000,24,"Right foot",77,81,"Ring finger",April,Spring,No,No,"Rice/Noodle dishes",Water,Science,5,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,5,2,0,45,2,3,20,5,10,80,0,2,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,Friend,Health
2013,[2013],USA,NE,Female,17,[17],Right-Handed,158,24,159,1,Car,20,0.359,49,Walking/Hiking,160,102,513,508,513,626,24,"Same length",70,75,"Ring finger",March,Fall,No,No,Pizza/Pasta,Water,Art,8,9,4,"Yes - broadband connection","Text messaging",25,20,10,5,6,10,1,0,14,24,7,10,15,0,"A lot","Graduate degree",Pop,Invisibility,Happy,Actor,Health
2015,[2015],USA,NC,Female,17,[17],Ambidextrous,165,23,147,2,Car,3,0.389,42,Dancing,800,700,850,850,500,400,22,"Right foot",70,75,"Ring finger",April,Fall,Yes,No,Breads/Sandwiches,Water,Science,6,10,4,"Yes - other","Text messaging",250,300,90,1,16,2,25,0,10,14,20,3,0,5,"A lot","Undergraduate degree",Other,Invisibility,Happy,"Coach or club leader",Health
2015,[2015],USA,CA,Male,12,[12],Right-Handed,168,26,153,1,Bus,30,0.32,49,Basketball,326,176,525,950,1000,1000,26,"Same length",70,80,"Ring finger",October,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",10,,4,"Yes - other","Text messaging",12,18,10,1,5,7,7,7,5,20,3,20,2,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,Health
2014,[2014],USA,CA,Female,17,[17],Right-Handed,163,10,165,3,Car,25,0.827,35,Rowing,100,100,200,250,1000,1000,11,"Left foot",70,70,"Same length",June,Summer,No,Yes,Seafood,Coffee,English,8,6,5,"Yes - broadband connection","Cell phone",0,0,35,20,15,30,15,0,45,60,30,5,30,5,"A lot","Graduate degree",Other,Fly,Rich,"Doctor or nurse",Health
2011,[2011],USA,CA,Female,12,[12],Right-Handed,146,23.5,147,2,Bus,15,0.324,37,Soccer,700,1000,0,,0,0,24,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,GA,Male,12,[12],Right-Handed,148,21,148,3,Bus,10,0.417,36,Dancing,845,775,898,,150,936,21,"Same length",60,60,"Same length",May,Fall,No,No,Seafood,Water,"Mathematics and statistics",9,11,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,11,42,7,7,35,14,21,49,42,56,56,0,0,"A lot","Graduate degree",Pop,"Freeze time",Famous,"Religious figure","International aid"
